X_UTM,Y_UTM,ELEV_M,SUR_METHOD,QUAD_NAME
558966.09,2827132.40,3.22,Truck,Goulds
558745.55,2827745.42,3.61,Truck,Goulds
558958.20,2827750.36,2.67,Truck,Goulds
558989.03,2824892.00,3.26,Truck,Goulds
558998.35,2824480.47,2.94,Truck,Goulds
559010.21,2823670.22,2.69,Truck,Goulds
559002.01,2824080.10,3.04,Truck,Goulds
559017.82,2823262.14,2.21,Truck,Goulds
559025.29,2822856.08,1.99,Truck,Goulds
559032.48,2822447.42,2.14,Truck,Goulds
559036.81,2822131.87,2.01,Truck,Goulds
559038.09,2821231.10,2.39,Truck,Goulds
559056.52,2820642.48,1.58,Truck,Goulds
559089.73,2828568.74,3.33,Truck,Goulds
559163.90,2834045.57,2.81,Truck,Goulds
559252.04,2831983.17,3.54,Truck,Goulds
559290.16,2831606.78,3.34,Truck,Goulds
559323.16,2830522.36,2.06,Truck,Goulds
559320.05,2830772.03,2.91,Truck,Goulds
559330.69,2829780.76,2.82,Truck,Goulds
559342.87,2828968.96,3.90,Truck,Goulds
559359.97,2827754.93,2.39,Truck,Goulds
559348.27,2828570.05,4.41,Truck,Goulds
559371.88,2826935.23,3.21,Truck,Goulds
559378.46,2826539.80,3.40,Truck,Goulds
559393.33,2825726.47,2.42,Truck,Goulds
559383.06,2826127.85,2.87,Truck,Goulds
559405.83,2824488.64,2.94,Truck,Goulds
559348.76,2828063.49,2.27,Truck,Goulds
559412.62,2824080.41,2.88,Truck,Goulds
559419.72,2823675.62,2.41,Truck,Goulds
559425.54,2823266.81,2.18,Truck,Goulds
559433.58,2822859.85,2.10,Truck,Goulds
559438.40,2822453.63,2.42,Truck,Goulds
559398.57,2825375.18,1.49,Truck,Goulds
559453.66,2820548.15,1.73,Truck,Goulds
559450.98,2820801.81,1.43,Truck,Goulds
559459.91,2824965.61,1.23,Truck,Goulds
559526.67,2830164.25,1.92,Truck,Goulds
559583.71,2831622.29,3.88,Truck,Goulds
559650.65,2828191.62,3.18,Truck,Goulds
559665.61,2828574.71,3.43,Truck,Goulds
559662.26,2832815.94,2.91,Truck,Goulds
559685.63,2833193.58,3.28,Truck,Goulds
559683.13,2832455.08,3.67,Truck,Goulds
559735.29,2827354.62,2.15,Truck,Goulds
559702.97,2832011.87,2.10,Truck,Goulds
559726.55,2830812.34,2.72,Truck,Goulds
559726.94,2830157.76,2.96,Truck,Goulds
559726.67,2830493.30,2.79,Truck,Goulds
559764.76,2827761.39,2.37,Truck,Goulds
559782.52,2826945.13,2.84,Truck,Goulds
559788.04,2826742.79,3.49,Truck,Goulds
559788.80,2826542.57,3.20,Truck,Goulds
559788.98,2829767.90,1.84,Truck,Goulds
559799.55,2826136.59,2.83,Truck,Goulds
559803.33,2824494.37,2.58,Truck,Goulds
559801.84,2825724.52,2.79,Truck,Goulds
559806.62,2825331.06,2.97,Truck,Goulds
559815.89,2825108.76,2.78,Truck,Goulds
559828.99,2823680.10,1.61,Truck,Goulds
559837.58,2823274.45,1.63,Truck,Goulds
559854.58,2822051.77,2.15,Truck,Goulds
559862.53,2821637.20,2.02,Truck,Goulds
559971.31,2828908.14,2.28,Truck,Goulds
559874.63,2820852.73,1.77,Truck,Goulds
559868.84,2821235.45,2.02,Truck,Goulds
559877.01,2820623.47,1.73,Truck,Goulds
559917.72,2828577.94,4.21,Truck,Goulds
560037.13,2833665.49,3.43,Truck,Goulds
560019.88,2833916.23,3.38,Truck,Goulds
560049.28,2829780.18,2.69,Truck,Goulds
560018.63,2833217.22,3.08,Truck,Goulds
560074.54,2831620.55,3.05,Truck,Goulds
559989.99,2826546.32,2.99,Truck,Goulds
560135.33,2830145.55,2.78,Truck,Goulds
560138.04,2830503.29,2.36,Truck,Goulds
560179.66,2827767.33,2.87,Truck,Goulds
560206.14,2826143.54,2.84,Truck,Goulds
560218.88,2825115.00,2.94,Truck,Goulds
560252.18,2825755.81,2.69,Truck,Goulds
560226.80,2823735.03,2.03,Truck,Goulds
560215.40,2825422.38,2.95,Truck,Goulds
560225.89,2824501.71,2.48,Truck,Goulds
560251.11,2828582.42,3.79,Truck,Goulds
560262.17,2821238.32,1.91,Truck,Goulds
560272.63,2824078.55,2.22,Truck,Goulds
560277.32,2833452.81,3.49,Truck,Goulds
560305.41,2822060.60,2.23,Truck,Goulds
560294.29,2822465.64,2.45,Truck,Goulds
560309.22,2833808.76,3.16,Truck,Goulds
560328.84,2820540.17,1.87,Truck,Goulds
560334.81,2820780.97,1.91,Truck,Goulds
560459.56,2831559.03,3.44,Truck,Goulds
560443.87,2834089.02,3.45,Truck,Goulds
560479.15,2832888.27,3.36,Truck,Goulds
560546.33,2830779.77,2.52,Truck,Goulds
560543.87,2826145.28,2.41,Truck,Goulds
560549.35,2830469.65,2.28,Truck,Goulds
560551.06,2830134.00,2.33,Truck,Goulds
560556.15,2829810.99,3.01,Truck,Goulds
560584.57,2827772.48,2.88,Truck,Goulds
560577.32,2828282.94,2.94,Truck,Goulds
560566.17,2828993.55,2.57,Truck,Goulds
560572.60,2828584.74,2.50,Truck,Goulds
560560.78,2829407.02,2.76,Truck,Goulds
560600.85,2826955.71,2.75,Truck,Goulds
560603.62,2833236.08,3.17,Truck,Goulds
560569.22,2827337.61,2.26,Truck,Goulds
560623.42,2825740.36,3.02,Truck,Goulds
560628.24,2825329.85,3.08,Truck,Goulds
560637.53,2824509.24,2.78,Truck,Goulds
560630.92,2825019.18,2.89,Truck,Goulds
560644.57,2824057.22,2.80,Truck,Goulds
560650.54,2823692.77,2.58,Truck,Goulds
560668.76,2822888.77,2.28,Truck,Goulds
560672.88,2822468.96,2.61,Truck,Goulds
560687.41,2821242.07,2.51,Truck,Goulds
560676.04,2822065.39,2.68,Truck,Goulds
560680.49,2821769.25,2.30,Truck,Goulds
560688.11,2820607.63,1.82,Truck,Goulds
560688.05,2820885.39,2.26,Truck,Goulds
560743.44,2826559.18,2.33,Truck,Goulds
560787.14,2833709.16,3.54,Truck,Goulds
560847.07,2831699.41,3.34,Truck,Goulds
560919.92,2832009.56,3.14,Truck,Goulds
560905.45,2834063.09,3.55,Truck,Goulds
560952.59,2830817.07,2.80,Truck,Goulds
560960.23,2824067.79,2.04,Truck,Goulds
560956.70,2830177.17,2.22,Truck,Goulds
560953.65,2830567.22,2.62,Truck,Goulds
560993.87,2827779.00,2.99,Truck,Goulds
561008.77,2826963.60,3.10,Truck,Goulds
561001.03,2827372.47,3.09,Truck,Goulds
561001.49,2828239.55,1.35,Truck,Goulds
561018.07,2826525.35,2.67,Truck,Goulds
561024.62,2826156.21,1.50,Truck,Goulds
561050.91,2829407.30,1.87,Truck,Goulds
561031.72,2825788.75,1.59,Truck,Goulds
561043.17,2823707.52,2.04,Truck,Goulds
561047.41,2824983.19,2.72,Truck,Goulds
561040.37,2825340.75,2.41,Truck,Goulds
561045.31,2829761.99,2.10,Truck,Goulds
561053.23,2824522.37,3.24,Truck,Goulds
561066.06,2828567.89,1.46,Truck,Goulds
561086.35,2820535.05,2.08,Truck,Goulds
561078.00,2828999.55,2.27,Truck,Goulds
561112.28,2821247.89,2.19,Truck,Goulds
561136.72,2822475.54,2.88,Truck,Goulds
561131.54,2822892.06,1.69,Truck,Goulds
561174.86,2822137.42,1.88,Truck,Goulds
561191.83,2821781.56,2.07,Truck,Goulds
561187.87,2820987.55,1.83,Truck,Goulds
561226.75,2833301.53,3.54,Truck,Goulds
561283.67,2832875.14,2.83,Truck,Goulds
561299.45,2832445.79,2.72,Truck,Goulds
561317.77,2832059.19,2.94,Truck,Goulds
561316.46,2827018.87,3.08,Truck,Goulds
561337.11,2831646.39,2.83,Truck,Goulds
561360.12,2830835.53,2.99,Truck,Goulds
561360.51,2830434.79,3.16,Truck,Goulds
561365.36,2829783.11,2.18,Truck,Goulds
561363.17,2830190.64,2.69,Truck,Goulds
561371.48,2829415.19,2.35,Truck,Goulds
561378.03,2829003.45,1.51,Truck,Goulds
561386.08,2828594.09,1.67,Truck,Goulds
561393.54,2828188.60,1.82,Truck,Goulds
561403.17,2827785.15,2.46,Truck,Goulds
561412.50,2827382.19,2.51,Truck,Goulds
561431.02,2826565.30,2.57,Truck,Goulds
561431.11,2826158.16,2.98,Truck,Goulds
561439.86,2825754.17,2.49,Truck,Goulds
561449.94,2825347.55,3.04,Truck,Goulds
561456.10,2824941.42,2.53,Truck,Goulds
561477.88,2822898.40,1.14,Truck,Goulds
561464.14,2824535.68,2.09,Truck,Goulds
561515.73,2821682.54,2.13,Truck,Goulds
561510.64,2822482.24,1.80,Truck,Goulds
561517.40,2820933.62,2.03,Truck,Goulds
561511.92,2822167.58,1.93,Truck,Goulds
561513.38,2820537.88,2.00,Truck,Goulds
561677.34,2832894.82,2.90,Truck,Goulds
561699.00,2832459.53,2.85,Truck,Goulds
561718.81,2832072.42,2.88,Truck,Goulds
561740.53,2831661.69,2.93,Truck,Goulds
561770.39,2830534.64,3.11,Truck,Goulds
561766.71,2830850.70,3.06,Truck,Goulds
561809.24,2827791.31,3.09,Truck,Goulds
561815.64,2827384.66,3.78,Truck,Goulds
561830.78,2826977.13,3.54,Truck,Goulds
561825.39,2820607.63,1.85,Truck,Goulds
561838.83,2828595.74,2.05,Truck,Goulds
561840.63,2826576.36,2.77,Truck,Goulds
561831.48,2828980.66,2.17,Truck,Goulds
561879.38,2825360.50,1.84,Truck,Goulds
561869.54,2825771.32,1.64,Truck,Goulds
561844.65,2826163.56,2.94,Truck,Goulds
561861.38,2824550.34,1.72,Truck,Goulds
561867.50,2829413.79,2.26,Truck,Goulds
561859.97,2829785.67,2.44,Truck,Goulds
561944.25,2820879.69,1.55,Truck,Goulds
561958.88,2822485.05,1.54,Truck,Goulds
562072.16,2833180.51,2.36,Truck,Goulds
562075.67,2832473.15,2.56,Truck,Goulds
562098.89,2832086.52,2.95,Truck,Goulds
562084.69,2832911.22,2.51,Truck,Goulds
562142.73,2831677.10,2.87,Truck,Goulds
562160.13,2830159.71,2.45,Truck,Goulds
562173.29,2830867.55,3.66,Truck,Goulds
562165.80,2829786.16,2.37,Truck,Goulds
562195.05,2829416.50,2.30,Truck,Goulds
562178.23,2828982.58,2.44,Truck,Goulds
562118.54,2828194.33,2.31,Truck,Goulds
562227.89,2827393.13,4.08,Truck,Goulds
562225.40,2827798.22,2.43,Truck,Goulds
562237.19,2826985.72,3.16,Truck,Goulds
562239.56,2828618.83,2.20,Truck,Goulds
562248.00,2826581.66,2.09,Truck,Goulds
562261.02,2826171.81,1.90,Truck,Goulds
562265.77,2825778.94,1.69,Truck,Goulds
562270.16,2825368.42,2.21,Truck,Goulds
562275.76,2824970.73,1.81,Truck,Goulds
562280.30,2824563.26,2.09,Truck,Goulds
562299.44,2820842.21,3.60,Truck,Goulds
562322.35,2822489.31,1.52,Truck,Goulds
562336.00,2820554.21,1.55,Truck,Goulds
562502.33,2830644.61,2.56,Truck,Goulds
562608.58,2829059.52,2.19,Truck,Goulds
562576.35,2830178.64,2.60,Truck,Goulds
562585.15,2828563.83,2.09,Truck,Goulds
562601.36,2829423.66,2.21,Truck,Goulds
562597.28,2829785.21,2.23,Truck,Goulds
562621.78,2825409.46,1.52,Truck,Goulds
562626.10,2828105.11,3.46,Truck,Goulds
562647.98,2826185.31,1.92,Truck,Goulds
562650.05,2827806.39,3.30,Truck,Goulds
562654.71,2826992.67,1.92,Truck,Goulds
562642.28,2827398.34,2.63,Truck,Goulds
562698.99,2826636.51,1.75,Truck,Goulds
561503.78,2821274.76,1.96,Truck,Goulds
556162.48,2822398.76,4.30,Truck,Goulds
555722.74,2824435.87,3.30,Truck,Goulds
556935.86,2825276.86,3.34,Truck,Goulds
556523.09,2826084.61,3.55,Truck,Goulds
556917.37,2826090.55,3.36,Truck,Goulds
555962.72,2828972.16,2.92,Truck,Goulds
556889.12,2829352.42,3.42,Truck,Goulds
557291.35,2829788.01,3.68,Truck,Goulds
556833.27,2831044.92,3.87,Truck,Goulds
556444.57,2830564.23,3.15,Truck,Goulds
558911.70,2830760.30,2.20,Truck,Goulds
558562.85,2830499.36,2.72,Truck,Goulds
558568.24,2829804.16,3.41,Truck,Goulds
554049.75,2827678.33,3.13,Truck,Goulds
553636.12,2827259.95,2.88,Truck,Goulds
554377.60,2827272.65,2.89,Truck,Goulds
554472.85,2826753.42,3.03,Truck,Goulds
555202.75,2826772.28,3.18,Truck,Goulds
551211.98,2829568.42,2.29,Truck,Goulds
552387.78,2829632.38,2.53,Truck,Goulds
552382.32,2830049.90,2.60,Truck,Goulds
552377.36,2830463.68,2.74,Truck,Goulds
552372.03,2830837.54,2.77,Truck,Goulds
552351.21,2831359.64,2.80,Truck,Goulds
552295.67,2832897.26,2.84,Truck,Goulds
551955.17,2831355.77,2.75,Truck,Goulds
552002.31,2830046.40,2.55,Truck,Goulds
551386.09,2828008.77,2.53,Truck,Goulds
552107.73,2827208.64,2.38,Truck,Goulds
553270.76,2824004.23,2.12,Truck,Goulds
552456.61,2823172.02,2.77,Truck,Goulds
554433.69,2825441.64,2.12,Truck,Goulds
556697.44,2828600.52,1.65,Truck,Goulds
556363.22,2828931.54,2.01,Truck,Goulds
556345.39,2834226.53,1.81,Truck,Goulds
556366.66,2833544.74,2.51,Truck,Goulds
557264.78,2831072.16,3.96,Truck,Goulds
557316.15,2827723.91,3.19,Truck,Goulds
555691.88,2826724.63,3.73,Truck,Goulds
548338.12,2826812.90,2.28,Truck,Grossman Hammock
548333.03,2827259.92,2.16,Truck,Grossman Hammock
548330.68,2827570.31,2.22,Truck,Grossman Hammock
548345.22,2826363.74,2.29,Truck,Grossman Hammock
548354.30,2825581.31,2.39,Truck,Grossman Hammock
548349.97,2825964.16,2.26,Truck,Grossman Hammock
548363.16,2824738.95,2.44,Truck,Grossman Hammock
548370.63,2823972.58,2.34,Truck,Grossman Hammock
548359.17,2825142.52,2.34,Truck,Grossman Hammock
548381.14,2823145.99,2.22,Truck,Grossman Hammock
548389.49,2822302.59,3.26,Truck,Grossman Hammock
548397.68,2821417.66,2.34,Truck,Grossman Hammock
548376.84,2823505.60,2.30,Truck,Grossman Hammock
548366.15,2824331.02,2.39,Truck,Grossman Hammock
548385.68,2822708.14,2.47,Truck,Grossman Hammock
548394.00,2821888.42,2.60,Truck,Grossman Hammock
548401.37,2821073.57,2.72,Truck,Grossman Hammock
548733.77,2827572.96,2.20,Truck,Grossman Hammock
548888.49,2821081.49,2.68,Truck,Grossman Hammock
549121.80,2827575.80,2.29,Truck,Grossman Hammock
549228.14,2820684.69,2.99,Truck,Grossman Hammock
549216.28,2821084.45,2.60,Truck,Grossman Hammock
549555.32,2827177.40,2.38,Truck,Grossman Hammock
549549.53,2827580.40,2.35,Truck,Grossman Hammock
549681.40,2821090.78,2.68,Truck,Grossman Hammock
550092.07,2821096.36,2.63,Truck,Grossman Hammock
548099.02,2822290.38,2.11,Truck,Grossman Hammock
547564.77,2822308.90,2.04,Truck,Grossman Hammock
547295.63,2822306.13,2.00,Truck,Grossman Hammock
546762.90,2822299.52,2.09,Truck,Grossman Hammock
546322.46,2822294.09,1.73,Truck,Grossman Hammock
545986.32,2822290.19,1.74,Truck,Grossman Hammock
545597.31,2822252.11,1.89,Truck,Grossman Hammock
545126.22,2822244.00,2.43,Truck,Grossman Hammock
544746.63,2822286.69,2.31,Truck,Grossman Hammock
544383.15,2822248.24,1.53,Truck,Grossman Hammock
542976.19,2821038.32,1.23,Truck,Grossman Hammock
542990.14,2821434.57,1.31,Truck,Grossman Hammock
542979.54,2821845.15,1.31,Truck,Grossman Hammock
542992.00,2822250.34,1.22,Truck,Grossman Hammock
542989.08,2822659.55,1.35,Truck,Grossman Hammock
542984.57,2823871.20,1.31,Truck,Grossman Hammock
542987.00,2824276.91,1.15,Truck,Grossman Hammock
543100.35,2825103.76,1.38,Truck,Grossman Hammock
543098.07,2825496.15,1.48,Truck,Grossman Hammock
543115.25,2827178.38,1.39,Truck,Grossman Hammock
543122.14,2827530.82,1.84,Truck,Grossman Hammock
543305.35,2821845.94,1.37,Truck,Grossman Hammock
543306.36,2821437.80,1.38,Truck,Grossman Hammock
543375.13,2820646.17,1.35,Truck,Grossman Hammock
543392.71,2821039.32,1.58,Truck,Grossman Hammock
543395.82,2822252.44,1.42,Truck,Grossman Hammock
543399.56,2822662.44,1.16,Truck,Grossman Hammock
543393.87,2823874.89,1.08,Truck,Grossman Hammock
543392.10,2824283.58,1.39,Truck,Grossman Hammock
543481.98,2828790.07,1.91,Truck,Grossman Hammock
543480.25,2829159.27,1.73,Truck,Grossman Hammock
543519.40,2824769.36,1.87,Truck,Grossman Hammock
543516.26,2825101.29,1.83,Truck,Grossman Hammock
543511.81,2825511.87,1.80,Truck,Grossman Hammock
543508.58,2825900.54,1.86,Truck,Grossman Hammock
543505.14,2826321.45,1.94,Truck,Grossman Hammock
543492.71,2827534.51,1.83,Truck,Grossman Hammock
543487.83,2827965.26,1.79,Truck,Grossman Hammock
543484.97,2828366.48,1.79,Truck,Grossman Hammock
543770.99,2822257.50,1.36,Truck,Grossman Hammock
543769.62,2821441.31,1.29,Truck,Grossman Hammock
543764.35,2821844.97,1.44,Truck,Grossman Hammock
543774.40,2821040.21,1.35,Truck,Grossman Hammock
543784.73,2820659.09,1.26,Truck,Grossman Hammock
543764.83,2822660.22,1.49,Truck,Grossman Hammock
543761.36,2823073.20,1.33,Truck,Grossman Hammock
543756.79,2823475.10,1.52,Truck,Grossman Hammock
543796.22,2823849.78,1.27,Truck,Grossman Hammock
543778.51,2824301.74,1.62,Truck,Grossman Hammock
543880.98,2829162.81,1.76,Truck,Grossman Hammock
543892.87,2828351.07,1.70,Truck,Grossman Hammock
543908.68,2824765.06,1.48,Truck,Grossman Hammock
543909.81,2825109.64,1.42,Truck,Grossman Hammock
543925.74,2825547.64,1.40,Truck,Grossman Hammock
543983.27,2825911.02,1.43,Truck,Grossman Hammock
543983.91,2826321.27,1.67,Truck,Grossman Hammock
543991.86,2827539.41,1.89,Truck,Grossman Hammock
543993.69,2827961.18,1.53,Truck,Grossman Hammock
544281.60,2829169.21,1.66,Truck,Grossman Hammock
544274.84,2828356.25,1.81,Truck,Grossman Hammock
544293.09,2827131.46,1.73,Truck,Grossman Hammock
544279.95,2827542.49,1.71,Truck,Grossman Hammock
544276.82,2827958.71,1.65,Truck,Grossman Hammock
544299.09,2824723.87,1.55,Truck,Grossman Hammock
544293.33,2825131.88,1.66,Truck,Grossman Hammock
544291.96,2826329.86,1.67,Truck,Grossman Hammock
544304.27,2824295.19,1.66,Truck,Grossman Hammock
544333.09,2822668.20,1.40,Truck,Grossman Hammock
544318.77,2823070.09,1.62,Truck,Grossman Hammock
544313.81,2823499.38,1.38,Truck,Grossman Hammock
544302.07,2823886.50,1.65,Truck,Grossman Hammock
544340.65,2821848.84,1.44,Truck,Grossman Hammock
544347.60,2821484.67,1.38,Truck,Grossman Hammock
544365.79,2821034.78,1.59,Truck,Grossman Hammock
544360.42,2820672.98,1.49,Truck,Grossman Hammock
544685.38,2828759.24,1.72,Truck,Grossman Hammock
544686.27,2829166.59,1.58,Truck,Grossman Hammock
544713.35,2828392.63,1.73,Truck,Grossman Hammock
544701.90,2824720.00,1.57,Truck,Grossman Hammock
544698.85,2825128.35,1.46,Truck,Grossman Hammock
544726.82,2827132.89,1.76,Truck,Grossman Hammock
544726.06,2827540.15,1.61,Truck,Grossman Hammock
544749.83,2821489.63,1.45,Truck,Grossman Hammock
544741.08,2821850.00,1.46,Truck,Grossman Hammock
544755.62,2822667.32,1.62,Truck,Grossman Hammock
544725.97,2823076.98,1.69,Truck,Grossman Hammock
544754.49,2823487.07,1.75,Truck,Grossman Hammock
544760.06,2821043.47,1.58,Truck,Grossman Hammock
544713.93,2824300.55,1.58,Truck,Grossman Hammock
544742.82,2823890.19,1.70,Truck,Grossman Hammock
545261.20,2832845.52,1.78,Truck,Grossman Hammock
545247.76,2833177.37,1.65,Truck,Grossman Hammock
545231.86,2833587.49,1.62,Truck,Grossman Hammock
545072.99,2828791.50,1.69,Truck,Grossman Hammock
545071.59,2829167.38,1.79,Truck,Grossman Hammock
545071.07,2828393.88,1.70,Truck,Grossman Hammock
545084.14,2827542.58,1.76,Truck,Grossman Hammock
545076.10,2827965.78,1.66,Truck,Grossman Hammock
545108.15,2829555.90,1.66,Truck,Grossman Hammock
545116.83,2823893.20,1.66,Truck,Grossman Hammock
545112.99,2824717.92,1.48,Truck,Grossman Hammock
545107.88,2825127.19,1.70,Truck,Grossman Hammock
545123.08,2823484.45,1.62,Truck,Grossman Hammock
545113.21,2824304.39,1.56,Truck,Grossman Hammock
545139.41,2822671.25,1.56,Truck,Grossman Hammock
545092.73,2827134.81,1.72,Truck,Grossman Hammock
545158.73,2821046.85,1.59,Truck,Grossman Hammock
545142.55,2821849.27,1.65,Truck,Grossman Hammock
545127.83,2823076.68,1.62,Truck,Grossman Hammock
545150.50,2821455.26,1.73,Truck,Grossman Hammock
545539.97,2832811.79,1.76,Truck,Grossman Hammock
545643.99,2833257.14,1.73,Truck,Grossman Hammock
545637.44,2833579.78,1.63,Truck,Grossman Hammock
545570.22,2834017.29,1.78,Truck,Grossman Hammock
545466.87,2828790.47,1.76,Truck,Grossman Hammock
545459.40,2829165.21,1.72,Truck,Grossman Hammock
545488.96,2829578.75,1.75,Truck,Grossman Hammock
545486.34,2828355.51,1.67,Truck,Grossman Hammock
545514.16,2824715.94,1.63,Truck,Grossman Hammock
545511.93,2825125.52,1.86,Truck,Grossman Hammock
545485.03,2827967.97,1.79,Truck,Grossman Hammock
545536.22,2827540.18,1.56,Truck,Grossman Hammock
545527.20,2824315.79,1.78,Truck,Grossman Hammock
545565.65,2821048.77,1.79,Truck,Grossman Hammock
545556.27,2821457.00,1.87,Truck,Grossman Hammock
545553.52,2821849.39,1.77,Truck,Grossman Hammock
545541.49,2822671.49,1.73,Truck,Grossman Hammock
545538.81,2823080.51,1.61,Truck,Grossman Hammock
545561.42,2823489.02,1.87,Truck,Grossman Hammock
545560.59,2823897.16,1.88,Truck,Grossman Hammock
545863.43,2832812.13,1.59,Truck,Grossman Hammock
545852.16,2833214.66,1.62,Truck,Grossman Hammock
545833.36,2833635.14,1.62,Truck,Grossman Hammock
545820.47,2834018.18,1.73,Truck,Grossman Hammock
545872.85,2829977.75,1.77,Truck,Grossman Hammock
545860.63,2828792.91,1.86,Truck,Grossman Hammock
545862.30,2829165.31,1.88,Truck,Grossman Hammock
545867.00,2829595.90,1.84,Truck,Grossman Hammock
545869.13,2828354.20,1.95,Truck,Grossman Hammock
545918.43,2825926.78,2.18,Truck,Grossman Hammock
545930.10,2825122.56,2.01,Truck,Grossman Hammock
545937.90,2824314.69,2.05,Truck,Grossman Hammock
545933.05,2824714.60,1.99,Truck,Grossman Hammock
545969.80,2821054.10,2.15,Truck,Grossman Hammock
545962.43,2821488.84,2.28,Truck,Grossman Hammock
545952.83,2821891.16,2.09,Truck,Grossman Hammock
545954.08,2822674.75,1.82,Truck,Grossman Hammock
545942.50,2823084.23,1.91,Truck,Grossman Hammock
545946.61,2823491.92,2.07,Truck,Grossman Hammock
545942.35,2823903.53,1.99,Truck,Grossman Hammock
546263.16,2832884.43,1.83,Truck,Grossman Hammock
546223.19,2834026.37,1.65,Truck,Grossman Hammock
546235.77,2833689.44,1.70,Truck,Grossman Hammock
546251.31,2833218.47,1.87,Truck,Grossman Hammock
546279.37,2832413.92,2.07,Truck,Grossman Hammock
546345.77,2829165.76,1.78,Truck,Grossman Hammock
546348.60,2829979.67,1.83,Truck,Grossman Hammock
546347.69,2823495.15,2.24,Truck,Grossman Hammock
546351.22,2823082.68,2.05,Truck,Grossman Hammock
546354.36,2822677.64,2.11,Truck,Grossman Hammock
546380.81,2824315.60,2.05,Truck,Grossman Hammock
546365.94,2821452.98,2.05,Truck,Grossman Hammock
546391.38,2821858.93,1.76,Truck,Grossman Hammock
546370.75,2825928.54,2.12,Truck,Grossman Hammock
546392.69,2824714.36,2.09,Truck,Grossman Hammock
546373.25,2821056.32,2.09,Truck,Grossman Hammock
546382.57,2820660.43,1.98,Truck,Grossman Hammock
546625.30,2834025.98,1.87,Truck,Grossman Hammock
546634.86,2833691.45,1.78,Truck,Grossman Hammock
546651.86,2833220.36,1.90,Truck,Grossman Hammock
546665.94,2832894.91,1.82,Truck,Grossman Hammock
546684.56,2832418.55,2.20,Truck,Grossman Hammock
546730.72,2825931.47,2.11,Truck,Grossman Hammock
546749.70,2829174.20,2.01,Truck,Grossman Hammock
546748.55,2829988.29,1.76,Truck,Grossman Hammock
546735.02,2830818.50,1.71,Truck,Grossman Hammock
546742.97,2831212.35,1.69,Truck,Grossman Hammock
546741.11,2832050.63,1.57,Truck,Grossman Hammock
546740.84,2825123.32,1.93,Truck,Grossman Hammock
546758.63,2823091.18,2.08,Truck,Grossman Hammock
546748.21,2823906.79,2.28,Truck,Grossman Hammock
546745.35,2824713.96,1.89,Truck,Grossman Hammock
546749.98,2824316.55,1.98,Truck,Grossman Hammock
546754.33,2823497.49,2.31,Truck,Grossman Hammock
546761.04,2822680.91,2.20,Truck,Grossman Hammock
546756.53,2821467.39,2.32,Truck,Grossman Hammock
546763.72,2821863.56,2.29,Truck,Grossman Hammock
546776.49,2820662.44,2.25,Truck,Grossman Hammock
546773.29,2821057.42,2.35,Truck,Grossman Hammock
546909.18,2831580.45,1.58,Truck,Grossman Hammock
547028.77,2834022.38,1.66,Truck,Grossman Hammock
547040.72,2833687.03,1.99,Truck,Grossman Hammock
547055.98,2833227.61,1.90,Truck,Grossman Hammock
