X_UTM,Y_UTM,ELEV_M,SUR_METHOD,QUAD_NAME
547067.78,2832892.36,1.88,Truck,Grossman Hammock
547088.16,2832421.48,2.23,Truck,Grossman Hammock
547150.93,2829181.76,1.90,Truck,Grossman Hammock
547150.74,2829991.89,1.76,Truck,Grossman Hammock
547139.01,2830828.04,1.79,Truck,Grossman Hammock
547142.52,2831214.06,1.72,Truck,Grossman Hammock
547096.39,2832040.79,1.75,Truck,Grossman Hammock
547152.36,2827559.65,2.05,Truck,Grossman Hammock
547110.40,2831612.99,1.86,Truck,Grossman Hammock
547156.20,2823499.78,2.44,Truck,Grossman Hammock
547166.34,2822684.87,2.31,Truck,Grossman Hammock
547158.45,2823118.30,2.22,Truck,Grossman Hammock
547192.49,2825936.50,2.21,Truck,Grossman Hammock
547153.55,2824318.53,3.05,Truck,Grossman Hammock
547249.25,2821061.32,2.33,Truck,Grossman Hammock
547228.41,2821870.93,2.16,Truck,Grossman Hammock
547419.82,2834030.98,1.83,Truck,Grossman Hammock
547540.97,2833691.18,1.58,Truck,Grossman Hammock
547460.59,2833225.82,1.84,Truck,Grossman Hammock
547502.46,2832030.79,1.81,Truck,Grossman Hammock
547522.02,2831603.43,1.39,Truck,Grossman Hammock
547490.42,2832425.13,2.05,Truck,Grossman Hammock
547468.91,2832891.29,1.70,Truck,Grossman Hammock
547520.86,2831216.65,1.74,Truck,Grossman Hammock
547490.69,2829625.15,1.81,Truck,Grossman Hammock
547484.14,2830406.67,1.82,Truck,Grossman Hammock
547520.37,2830017.21,1.79,Truck,Grossman Hammock
547502.94,2828812.99,1.72,Truck,Grossman Hammock
547514.03,2827561.78,2.32,Truck,Grossman Hammock
547510.47,2827979.49,1.93,Truck,Grossman Hammock
547510.29,2828365.29,1.89,Truck,Grossman Hammock
547498.95,2829177.01,1.91,Truck,Grossman Hammock
547551.57,2830813.84,1.89,Truck,Grossman Hammock
547517.84,2827151.99,2.04,Truck,Grossman Hammock
547522.26,2826750.07,2.30,Truck,Grossman Hammock
547542.13,2824769.36,2.18,Truck,Grossman Hammock
547532.68,2825517.39,2.13,Truck,Grossman Hammock
547530.06,2825944.11,2.28,Truck,Grossman Hammock
547550.66,2824314.11,2.20,Truck,Grossman Hammock
547537.22,2825166.01,2.18,Truck,Grossman Hammock
547526.80,2826378.58,2.23,Truck,Grossman Hammock
547564.07,2823500.78,2.49,Truck,Grossman Hammock
547559.04,2823885.19,2.40,Truck,Grossman Hammock
547566.75,2823087.43,2.35,Truck,Grossman Hammock
547570.86,2822690.56,2.35,Truck,Grossman Hammock
547587.10,2820654.25,2.50,Truck,Grossman Hammock
547585.09,2821475.46,2.11,Truck,Grossman Hammock
547575.31,2821877.60,2.09,Truck,Grossman Hammock
547583.11,2821064.58,2.35,Truck,Grossman Hammock
547731.04,2834032.53,1.69,Truck,Grossman Hammock
547746.52,2833687.92,1.64,Truck,Grossman Hammock
547761.36,2833230.05,1.81,Truck,Grossman Hammock
547943.11,2832430.19,2.18,Truck,Grossman Hammock
547956.00,2829181.24,1.83,Truck,Grossman Hammock
547955.11,2830021.50,1.88,Truck,Grossman Hammock
547954.35,2830411.97,2.10,Truck,Grossman Hammock
547955.02,2830817.71,1.97,Truck,Grossman Hammock
547992.50,2831218.81,1.87,Truck,Grossman Hammock
547988.42,2831636.73,1.92,Truck,Grossman Hammock
547990.76,2832033.81,1.87,Truck,Grossman Hammock
547926.41,2827566.01,2.31,Truck,Grossman Hammock
547990.06,2828382.60,1.82,Truck,Grossman Hammock
548001.82,2825956.61,2.32,Truck,Grossman Hammock
548029.18,2822700.68,2.32,Truck,Grossman Hammock
548066.08,2821068.94,2.50,Truck,Grossman Hammock
548056.55,2821885.62,2.48,Truck,Grossman Hammock
548245.18,2833686.09,1.88,Truck,Grossman Hammock
548235.31,2834040.15,2.03,Truck,Grossman Hammock
548282.17,2831616.56,1.80,Truck,Grossman Hammock
548262.03,2833233.77,1.95,Truck,Grossman Hammock
548277.36,2832890.10,1.82,Truck,Grossman Hammock
548298.20,2830819.02,1.74,Truck,Grossman Hammock
548286.01,2831224.54,1.89,Truck,Grossman Hammock
548292.99,2832434.12,2.18,Truck,Grossman Hammock
548316.24,2829184.93,1.88,Truck,Grossman Hammock
548317.76,2828372.94,1.79,Truck,Grossman Hammock
548357.16,2830026.32,1.98,Truck,Grossman Hammock
548358.38,2830414.53,1.83,Truck,Grossman Hammock
548408.20,2820690.05,2.52,Truck,Grossman Hammock
548637.12,2834041.64,1.84,Truck,Grossman Hammock
548663.38,2833235.90,1.99,Truck,Grossman Hammock
548677.12,2832890.19,1.97,Truck,Grossman Hammock
548690.71,2831625.43,1.98,Truck,Grossman Hammock
548692.72,2832439.03,2.19,Truck,Grossman Hammock
548716.15,2831229.66,1.90,Truck,Grossman Hammock
548723.16,2830824.47,1.95,Truck,Grossman Hammock
548718.96,2828784.77,2.05,Truck,Grossman Hammock
548718.04,2829191.72,2.02,Truck,Grossman Hammock
548726.64,2827991.68,1.92,Truck,Grossman Hammock
548736.57,2826356.09,2.20,Truck,Grossman Hammock
548726.70,2828384.03,2.04,Truck,Grossman Hammock
548759.36,2830029.52,2.04,Truck,Grossman Hammock
548759.09,2830419.25,1.91,Truck,Grossman Hammock
548664.57,2832036.89,2.02,Truck,Grossman Hammock
548747.02,2825967.24,2.40,Truck,Grossman Hammock
548762.99,2825146.27,2.13,Truck,Grossman Hammock
548784.10,2824738.43,2.24,Truck,Grossman Hammock
548809.21,2824335.77,2.55,Truck,Grossman Hammock
548836.51,2822710.16,2.64,Truck,Grossman Hammock
548849.92,2821895.18,2.58,Truck,Grossman Hammock
549037.52,2834040.67,1.99,Truck,Grossman Hammock
549050.77,2833694.29,2.02,Truck,Grossman Hammock
549068.96,2833244.58,1.95,Truck,Grossman Hammock
549081.39,2832900.19,2.08,Truck,Grossman Hammock
549096.14,2832042.37,2.28,Truck,Grossman Hammock
549105.74,2831230.27,2.18,Truck,Grossman Hammock
549100.86,2831626.52,2.25,Truck,Grossman Hammock
549089.13,2832443.54,2.28,Truck,Grossman Hammock
549110.58,2830823.50,2.13,Truck,Grossman Hammock
549120.88,2830016.99,2.92,Truck,Grossman Hammock
549115.92,2830423.86,2.20,Truck,Grossman Hammock
549141.27,2828380.83,1.87,Truck,Grossman Hammock
549130.91,2829197.48,1.98,Truck,Grossman Hammock
549150.53,2826337.33,2.26,Truck,Grossman Hammock
549162.93,2825563.03,2.29,Truck,Grossman Hammock
549173.38,2824746.47,2.57,Truck,Grossman Hammock
549156.96,2825970.53,2.54,Truck,Grossman Hammock
549184.59,2823912.67,2.33,Truck,Grossman Hammock
549193.98,2823168.82,2.46,Truck,Grossman Hammock
549188.86,2823527.66,2.43,Truck,Grossman Hammock
549209.76,2821899.97,2.59,Truck,Grossman Hammock
549206.08,2822290.38,3.15,Truck,Grossman Hammock
549179.41,2824339.19,2.47,Truck,Grossman Hammock
549214.61,2821501.85,2.57,Truck,Grossman Hammock
549201.41,2822713.63,2.33,Truck,Grossman Hammock
549435.24,2834042.19,1.94,Truck,Grossman Hammock
549454.86,2833702.91,2.11,Truck,Grossman Hammock
549506.48,2833287.09,2.03,Truck,Grossman Hammock
549526.86,2831642.00,2.05,Truck,Grossman Hammock
549526.04,2830427.33,2.13,Truck,Grossman Hammock
549529.21,2830021.29,2.42,Truck,Grossman Hammock
549536.09,2830827.94,1.83,Truck,Grossman Hammock
549532.25,2829622.72,2.23,Truck,Grossman Hammock
549544.41,2828393.36,2.39,Truck,Grossman Hammock
549552.00,2832446.16,2.17,Truck,Grossman Hammock
549540.66,2828819.75,2.24,Truck,Grossman Hammock
549535.30,2829201.44,2.21,Truck,Grossman Hammock
549563.42,2832042.59,1.96,Truck,Grossman Hammock
549562.20,2826346.71,2.33,Truck,Grossman Hammock
549558.15,2826776.61,2.40,Truck,Grossman Hammock
549565.53,2825973.30,2.38,Truck,Grossman Hammock
549603.46,2825155.13,2.37,Truck,Grossman Hammock
549591.94,2824344.18,2.43,Truck,Grossman Hammock
549608.28,2822719.75,2.30,Truck,Grossman Hammock
549597.61,2823533.39,2.40,Truck,Grossman Hammock
549602.58,2823160.07,2.30,Truck,Grossman Hammock
549653.77,2821908.26,2.38,Truck,Grossman Hammock
549843.62,2834047.40,1.71,Truck,Grossman Hammock
549904.23,2833698.49,1.84,Truck,Grossman Hammock
549900.24,2832046.03,2.24,Truck,Grossman Hammock
549886.16,2832448.05,2.20,Truck,Grossman Hammock
549917.02,2831643.31,2.11,Truck,Grossman Hammock
549949.78,2830027.78,2.49,Truck,Grossman Hammock
549937.59,2830432.36,2.12,Truck,Grossman Hammock
549933.48,2830831.54,2.02,Truck,Grossman Hammock
549980.74,2829216.46,2.10,Truck,Grossman Hammock
549930.80,2829624.21,1.88,Truck,Grossman Hammock
549959.29,2827585.91,2.40,Truck,Grossman Hammock
549963.52,2828406.06,2.17,Truck,Grossman Hammock
549962.82,2826776.79,2.33,Truck,Grossman Hammock
549945.15,2828831.33,1.98,Truck,Grossman Hammock
550018.91,2822726.46,2.53,Truck,Grossman Hammock
549979.76,2825583.29,2.28,Truck,Grossman Hammock
549991.64,2824748.82,2.22,Truck,Grossman Hammock
549986.13,2825161.84,2.49,Truck,Grossman Hammock
549976.74,2825975.01,2.10,Truck,Grossman Hammock
549998.26,2824348.20,2.32,Truck,Grossman Hammock
550027.26,2823538.90,2.51,Truck,Grossman Hammock
550002.64,2823952.01,2.47,Truck,Grossman Hammock
550009.38,2823129.11,2.23,Truck,Grossman Hammock
550024.40,2821913.47,2.23,Truck,Grossman Hammock
549965.75,2826363.19,2.29,Truck,Grossman Hammock
548809.91,2823522.69,2.47,Truck,Grossman Hammock
548003.53,2823508.43,2.24,Truck,Grossman Hammock
548005.02,2824322.70,2.37,Truck,Grossman Hammock
547999.96,2825542.55,2.40,Truck,Grossman Hammock
548795.25,2827045.68,2.12,Truck,Grossman Hammock
549157.29,2827063.33,2.18,Truck,Grossman Hammock
549547.12,2827988.08,2.43,Truck,Grossman Hammock
548750.07,2825619.64,2.15,Truck,Grossman Hammock
549168.38,2825150.65,2.44,Truck,Grossman Hammock
549593.19,2823962.86,2.51,Truck,Grossman Hammock
545475.86,2827110.52,1.66,Truck,Grossman Hammock
548856.38,2822280.78,2.24,Truck,Grossman Hammock
549671.38,2822308.38,1.91,Truck,Grossman Hammock
550067.85,2822341.78,2.05,Truck,Grossman Hammock
546900.59,2828009.35,2.02,Truck,Grossman Hammock
546735.50,2827558.64,1.80,Truck,Grossman Hammock
546421.15,2827554.50,1.81,Truck,Grossman Hammock
545932.20,2827548.34,1.77,Truck,Grossman Hammock
545884.79,2827126.76,1.61,Truck,Grossman Hammock
545892.47,2826761.34,1.70,Truck,Grossman Hammock
545900.09,2826351.55,1.65,Truck,Grossman Hammock
545484.51,2826506.77,1.49,Truck,Grossman Hammock
545376.31,2826330.35,1.66,Truck,Grossman Hammock
545136.36,2825926.66,1.63,Truck,Grossman Hammock
544756.23,2825918.34,1.60,Truck,Grossman Hammock
544342.72,2825911.60,1.55,Truck,Grossman Hammock
544294.76,2825571.04,1.53,Truck,Grossman Hammock
544752.72,2825521.47,1.60,Truck,Grossman Hammock
545127.83,2825521.80,1.53,Truck,Grossman Hammock
545641.03,2825521.74,1.82,Truck,Grossman Hammock
545926.47,2825564.86,1.93,Truck,Grossman Hammock
545551.91,2825927.20,1.78,Truck,Grossman Hammock
546424.44,2825516.87,2.09,Truck,Grossman Hammock
546743.21,2825516.59,1.86,Truck,Grossman Hammock
547235.79,2825516.63,2.17,Truck,Grossman Hammock
546720.27,2826385.65,1.72,Truck,Grossman Hammock
546710.18,2826789.34,1.72,Truck,Grossman Hammock
546702.11,2827182.28,1.58,Truck,Grossman Hammock
547224.05,2827157.87,1.88,Truck,Grossman Hammock
548034.67,2827166.86,1.96,Truck,Grossman Hammock
548046.37,2826769.69,1.95,Truck,Grossman Hammock
548058.44,2824728.41,2.16,Truck,Grossman Hammock
565503.78,2820750.47,0.24,Truck,Perrine
565485.31,2821335.36,0.98,Truck,Perrine
565555.49,2822533.68,0.03,Truck,Perrine
567343.90,2827275.09,1.07,Truck,Perrine
567646.59,2828289.91,1.53,Truck,Perrine
565527.85,2825828.63,2.89,Truck,Perrine
565523.28,2826203.90,1.33,Truck,Perrine
565704.24,2828439.34,2.00,Truck,Perrine
566192.76,2828880.81,2.28,Truck,Perrine
566726.80,2829209.52,2.88,Truck,Perrine
567109.96,2829345.99,2.25,Truck,Perrine
567448.48,2829605.99,2.47,Truck,Perrine
567777.06,2830043.90,2.31,Truck,Perrine
568042.12,2830423.19,3.29,Truck,Perrine
568268.72,2830799.91,3.62,Truck,Perrine
568531.03,2831252.75,3.53,Truck,Perrine
568724.94,2831616.83,3.88,Truck,Perrine
568942.43,2832015.93,2.99,Truck,Perrine
569156.24,2832420.56,3.72,Truck,Perrine
569240.27,2832627.12,4.14,Truck,Perrine
569253.86,2832841.62,4.16,Truck,Perrine
569434.52,2833243.03,3.40,Truck,Perrine
569238.20,2833234.19,3.38,Truck,Perrine
569419.04,2833608.24,3.07,Truck,Perrine
569216.23,2833640.51,2.83,Truck,Perrine
569191.77,2834106.69,2.26,Truck,Perrine
568582.89,2834088.14,1.73,Truck,Perrine
568982.53,2834098.25,1.68,Truck,Perrine
569015.99,2833630.73,1.76,Truck,Perrine
568612.66,2833617.47,1.25,Truck,Perrine
568628.08,2833205.58,2.33,Truck,Perrine
569042.80,2833226.06,2.44,Truck,Perrine
568253.73,2833192.15,2.05,Truck,Perrine
568202.63,2833597.58,2.31,Truck,Perrine
568176.88,2834004.83,2.53,Truck,Perrine
567791.62,2833594.95,1.91,Truck,Perrine
567384.09,2833584.14,2.09,Truck,Perrine
566967.69,2833623.11,1.84,Truck,Perrine
567811.67,2833174.72,2.09,Truck,Perrine
567386.56,2833160.73,2.56,Truck,Perrine
566996.15,2833148.24,2.15,Truck,Perrine
566610.47,2833135.14,3.63,Truck,Perrine
566563.54,2833538.95,1.33,Truck,Perrine
566151.50,2833525.42,3.57,Truck,Perrine
565892.57,2833518.99,3.45,Truck,Perrine
566173.23,2833120.76,3.65,Truck,Perrine
565758.81,2833098.88,3.21,Truck,Perrine
565348.75,2833082.94,3.63,Truck,Perrine
565339.33,2833510.95,3.18,Truck,Perrine
565293.93,2833928.08,3.68,Truck,Perrine
565612.71,2834236.68,2.46,Truck,Perrine
565280.80,2834198.16,3.24,Truck,Perrine
564886.83,2834229.64,3.28,Truck,Perrine
564901.30,2833884.33,3.54,Truck,Perrine
564924.03,2833498.64,3.26,Truck,Perrine
564939.21,2833060.12,3.45,Truck,Perrine
564534.69,2833043.73,3.28,Truck,Perrine
564511.02,2833458.63,2.94,Truck,Perrine
564490.36,2833864.31,3.29,Truck,Perrine
564467.90,2834270.01,2.34,Truck,Perrine
564036.76,2834216.32,2.46,Truck,Perrine
564081.64,2833842.34,2.47,Truck,Perrine
564099.31,2833431.70,2.46,Truck,Perrine
564114.58,2833025.72,2.26,Truck,Perrine
563706.95,2833008.90,3.86,Truck,Perrine
563687.64,2833413.66,2.65,Truck,Perrine
563668.26,2833829.75,4.13,Truck,Perrine
563703.72,2834165.65,2.96,Truck,Perrine
563266.79,2834173.91,2.46,Truck,Perrine
563280.38,2833388.74,3.43,Truck,Perrine
563289.18,2832978.19,3.86,Truck,Perrine
562882.99,2832961.28,3.20,Truck,Perrine
562863.67,2833367.22,3.53,Truck,Perrine
562844.20,2833779.75,3.80,Truck,Perrine
562826.68,2834157.18,2.82,Truck,Perrine
562917.58,2832489.15,2.67,Truck,Perrine
562942.68,2832132.23,2.61,Truck,Perrine
562972.21,2831720.64,2.81,Truck,Perrine
563005.51,2831308.18,2.65,Truck,Perrine
563423.71,2831328.96,3.13,Truck,Perrine
563822.77,2831349.58,2.86,Truck,Perrine
564236.15,2831365.61,2.91,Truck,Perrine
564614.13,2831380.69,3.79,Truck,Perrine
565033.08,2831396.87,3.25,Truck,Perrine
565463.74,2831413.91,3.65,Truck,Perrine
565815.70,2831424.20,2.34,Truck,Perrine
566327.56,2831440.38,2.36,Truck,Perrine
566718.60,2831453.12,2.11,Truck,Perrine
567073.88,2831467.69,2.36,Truck,Perrine
567541.56,2831480.36,3.37,Truck,Perrine
565761.67,2833931.68,2.73,Truck,Perrine
564962.94,2832644.27,3.00,Truck,Perrine
564548.98,2832625.41,3.01,Truck,Perrine
564144.95,2832605.03,3.08,Truck,Perrine
563736.69,2832583.73,2.91,Truck,Perrine
563767.44,2832178.91,2.62,Truck,Perrine
564168.93,2832193.66,2.78,Truck,Perrine
564586.98,2832222.75,2.91,Truck,Perrine
564937.47,2832217.85,2.59,Truck,Perrine
564587.71,2831782.56,3.24,Truck,Perrine
564192.46,2831776.59,3.05,Truck,Perrine
563790.17,2831761.56,3.05,Truck,Perrine
563377.82,2831743.31,2.41,Truck,Perrine
563387.60,2832154.38,2.44,Truck,Perrine
563268.65,2832578.27,2.69,Truck,Perrine
565787.33,2832726.66,2.96,Truck,Perrine
565821.03,2832275.77,3.72,Truck,Perrine
565838.00,2831914.58,3.51,Truck,Perrine
565426.48,2831906.94,3.92,Truck,Perrine
566241.42,2831954.41,2.18,Truck,Perrine
566221.13,2832290.15,4.21,Truck,Perrine
566204.73,2832672.12,3.57,Truck,Perrine
566650.81,2832743.57,3.03,Truck,Perrine
567017.21,2832748.42,1.74,Truck,Perrine
567035.89,2832315.84,2.62,Truck,Perrine
566669.27,2832319.49,1.67,Truck,Perrine
566643.19,2831979.82,1.41,Truck,Perrine
567055.66,2831924.97,1.59,Truck,Perrine
567459.54,2831941.31,1.31,Truck,Perrine
567443.87,2832341.01,2.00,Truck,Perrine
567423.34,2832749.30,2.07,Truck,Perrine
568189.44,2832835.99,1.56,Truck,Perrine
568649.38,2832848.08,1.53,Truck,Perrine
569087.83,2832806.92,2.18,Truck,Perrine
568667.29,2832396.95,2.88,Truck,Perrine
568256.50,2832379.58,1.44,Truck,Perrine
567851.89,2832352.55,1.51,Truck,Perrine
567872.19,2831927.02,1.55,Truck,Perrine
567897.08,2831491.73,3.62,Truck,Perrine
568349.01,2831505.74,3.42,Truck,Perrine
568289.10,2831942.62,2.59,Truck,Perrine
568689.93,2831952.91,3.34,Truck,Perrine
567468.43,2829146.48,1.27,Truck,Perrine
567638.03,2828804.00,1.31,Truck,Perrine
568226.70,2828816.95,1.31,Truck,Perrine
567885.11,2828604.18,2.02,Truck,Perrine
567929.90,2829184.17,1.27,Truck,Perrine
568322.74,2829254.16,2.06,Truck,Perrine
568348.09,2829538.44,1.70,Truck,Perrine
567980.14,2829517.69,1.28,Truck,Perrine
568264.67,2829905.90,1.52,Truck,Perrine
567909.85,2830374.07,2.61,Truck,Perrine
567901.53,2830724.77,1.98,Truck,Perrine
567899.09,2831215.43,3.05,Truck,Perrine
568257.96,2831146.41,2.28,Truck,Perrine
567529.37,2831196.87,2.99,Truck,Perrine
567529.95,2830718.25,3.79,Truck,Perrine
567079.73,2830782.57,2.36,Truck,Perrine
567075.34,2831164.57,2.94,Truck,Perrine
567087.96,2830382.63,2.51,Truck,Perrine
567496.92,2830407.28,1.90,Truck,Perrine
567552.38,2830014.62,2.45,Truck,Perrine
567093.75,2830004.47,1.62,Truck,Perrine
567099.93,2829598.34,2.27,Truck,Perrine
566697.73,2829574.67,2.38,Truck,Perrine
566691.03,2829943.41,3.12,Truck,Perrine
566294.44,2830020.47,1.96,Truck,Perrine
566690.27,2830400.55,2.45,Truck,Perrine
566314.94,2830747.57,1.56,Truck,Perrine
566362.87,2830396.74,2.23,Truck,Perrine
565916.98,2830369.47,2.05,Truck,Perrine
565917.47,2829986.92,2.22,Truck,Perrine
565476.87,2829971.11,1.97,Truck,Perrine
565506.98,2829570.46,2.23,Truck,Perrine
565895.95,2829552.94,2.06,Truck,Perrine
566330.24,2829592.31,2.19,Truck,Perrine
566332.52,2829209.03,1.91,Truck,Perrine
565993.49,2829208.91,2.53,Truck,Perrine
565844.28,2828850.95,3.97,Truck,Perrine
565476.72,2828858.72,2.16,Truck,Perrine
565550.06,2829191.45,1.90,Truck,Perrine
565096.52,2829624.54,2.08,Truck,Perrine
565071.32,2829204.19,2.10,Truck,Perrine
565269.62,2828826.85,2.47,Truck,Perrine
565483.58,2828377.33,1.70,Truck,Perrine
565166.66,2828331.84,1.94,Truck,Perrine
564759.34,2828433.55,1.93,Truck,Perrine
564754.80,2829612.20,1.69,Truck,Perrine
563998.91,2829615.46,1.73,Truck,Perrine
564366.38,2829545.02,1.68,Truck,Perrine
564245.14,2829151.35,1.73,Truck,Perrine
563970.61,2829202.02,2.05,Truck,Perrine
562843.35,2828805.58,2.11,Truck,Perrine
563043.23,2828343.05,2.15,Truck,Perrine
563561.67,2828403.63,1.81,Truck,Perrine
564716.66,2824873.78,0.79,Truck,Perrine
564716.17,2825217.29,0.77,Truck,Perrine
564724.94,2825401.91,0.97,Truck,Perrine
564302.76,2825394.08,1.01,Truck,Perrine
565108.56,2825401.15,0.68,Truck,Perrine
565534.68,2825401.11,0.94,Truck,Perrine
565554.72,2825023.96,0.84,Truck,Perrine
565963.29,2826216.60,1.13,Truck,Perrine
566356.59,2826222.15,1.01,Truck,Perrine
566784.75,2826229.62,0.99,Truck,Perrine
566518.24,2834303.41,4.53,Truck,Perrine
566160.83,2834135.49,3.60,Truck,Perrine
566536.64,2833944.41,3.99,Truck,Perrine
566940.36,2833959.59,3.93,Truck,Perrine
567354.51,2833974.76,4.54,Truck,Perrine
567768.41,2833989.66,4.12,Truck,Perrine
566122.25,2827692.34,3.94,Truck,Perrine
566531.22,2827552.82,3.34,Truck,Perrine
565714.90,2827849.02,1.86,Truck,Perrine
565618.10,2827528.90,3.52,Truck,Perrine
565020.56,2827198.92,3.47,Truck,Perrine
564744.87,2827218.60,3.85,Truck,Perrine
565116.21,2827651.02,3.49,Truck,Perrine
565524.41,2828005.42,3.59,Truck,Perrine
565771.36,2828193.84,3.40,Truck,Perrine
565090.64,2827969.83,3.63,Truck,Perrine
564718.27,2828011.66,3.82,Truck,Perrine
564685.30,2827629.67,3.80,Truck,Perrine
564375.06,2827200.17,3.58,Truck,Perrine
564359.58,2827605.35,3.32,Truck,Perrine
564319.82,2828022.02,3.88,Truck,Perrine
564310.10,2828759.69,3.69,Truck,Perrine
564308.06,2828445.40,3.66,Truck,Perrine
564726.22,2829109.94,3.74,Truck,Perrine
564816.17,2828783.92,3.71,Truck,Perrine
562835.58,2829147.94,2.30,Truck,Perrine
562871.02,2830398.50,2.15,Truck,Perrine
563023.06,2829846.85,2.12,Truck,Perrine
563052.07,2828019.95,2.76,Truck,Perrine
563058.44,2827606.45,2.19,Truck,Perrine
563063.65,2827201.05,2.07,Truck,Perrine
563083.82,2825204.34,1.78,Truck,Perrine
563081.38,2825605.57,1.86,Truck,Perrine
563079.28,2826014.26,1.92,Truck,Perrine
563074.71,2826411.40,2.05,Truck,Perrine
563069.13,2826813.66,2.11,Truck,Perrine
563099.05,2823256.66,1.64,Truck,Perrine
563094.70,2823659.13,1.66,Truck,Perrine
563086.83,2824463.56,1.80,Truck,Perrine
563087.96,2828808.63,1.73,Truck,Perrine
563085.46,2824866.92,1.71,Truck,Perrine
563117.49,2822104.88,1.57,Truck,Perrine
563110.02,2822509.36,1.35,Truck,Perrine
563102.86,2822904.89,1.59,Truck,Perrine
563125.44,2821690.09,0.98,Truck,Perrine
563133.42,2821289.14,1.00,Truck,Perrine
563163.92,2829159.12,2.21,Truck,Perrine
563160.02,2829607.33,2.30,Truck,Perrine
563457.10,2823658.65,0.73,Truck,Perrine
563464.75,2827575.64,2.02,Truck,Perrine
563471.09,2827177.80,1.99,Truck,Perrine
563462.43,2823344.90,0.62,Truck,Perrine
563504.88,2822524.14,1.37,Truck,Perrine
563516.61,2822119.32,0.56,Truck,Perrine
563506.43,2821308.12,1.10,Truck,Perrine
563523.74,2821700.36,0.75,Truck,Perrine
563455.00,2828016.72,1.74,Truck,Perrine
563585.68,2829146.08,2.38,Truck,Perrine
563610.00,2830402.86,2.11,Truck,Perrine
563670.08,2828804.12,2.04,Truck,Perrine
563818.32,2831009.39,2.47,Truck,Perrine
563862.65,2827618.36,1.66,Truck,Perrine
563873.26,2827173.81,1.79,Truck,Perrine
563908.48,2823661.48,0.95,Truck,Perrine
563912.20,2823269.24,0.95,Truck,Perrine
563905.13,2824067.64,1.12,Truck,Perrine
563903.42,2824464.54,1.11,Truck,Perrine
563921.40,2821708.74,1.36,Truck,Perrine
563914.42,2822940.48,0.88,Truck,Perrine
563917.83,2822146.89,1.40,Truck,Perrine
563915.97,2822539.10,1.26,Truck,Perrine
563962.38,2830417.12,1.81,Truck,Perrine
563925.12,2821329.42,1.31,Truck,Perrine
563938.92,2820893.34,1.33,Truck,Perrine
564232.49,2830996.47,3.67,Truck,Perrine
564236.30,2830691.81,2.61,Truck,Perrine
564298.06,2821329.24,0.73,Truck,Perrine
564305.90,2823265.04,0.51,Truck,Perrine
564308.58,2823774.43,0.73,Truck,Perrine
564343.95,2830008.10,1.49,Truck,Perrine
564530.00,2824059.17,0.58,Truck,Perrine
564739.39,2823773.03,0.75,Truck,Perrine
564705.57,2821331.50,0.61,Truck,Perrine
564692.95,2830699.03,1.92,Truck,Perrine
